IL,Name,SMILES,logEC50,Dataset,Normalized SMILES
100,1-hexyl-3-methylimidazolium trifluoridotris(pentafluoroethyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,1.428134794,Test,FC(C([P-](C(F)(C(F)(F)F)F)(C(F)(F)C(F)(F)F)(F)(F)F)(F)F)(F)F.[n+]1(C)cn(CCCCCC)cc1
100,1-hexyl-3-methylimidazolium trifluoridotris(pentafluoroethyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,1.428134794,Test,C(C)CCCCn1cc[n+](C)c1.FC(F)(F)C(F)([P-](C(F)(F)C(F)(F)F)(F)(C(F)(F)C(F)(F)F)(F)F)F
100,1-hexyl-3-methylimidazolium trifluoridotris(pentafluoroethyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,1.428134794,Test,C(F)(F)(F)C(F)([P-](C(F)(F)C(F)(F)F)(F)(F)(F)C(F)(C(F)(F)F)F)F.CCCCCCn1c[n+](C)cc1
100,1-hexyl-3-methylimidazolium trifluoridotris(pentafluoroethyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,1.428134794,Test,CCCCCCn1cc[n+](C)c1.FC(C([P-](F)(C(C(F)(F)F)(F)F)(C(F)(C(F)(F)F)F)(F)F)(F)F)(F)F
100,1-hexyl-3-methylimidazolium trifluoridotris(pentafluoroethyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,1.428134794,Test,C[n+]1cn(CCCCCC)cc1.FC(F)([P-](C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(F)(F)F)C(F)(F)F
101,1-hexyl-3-methylimidazolium trifluoridotris(heptafluoropropyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F ,1.4,Training,FC(F)([P-](F)(F)(F)(C(F)(C(F)(C(F)(F)F)F)F)C(C(F)(F)C(F)(F)F)(F)F)C(F)(F)C(F)(F)F.n1(cc[n+](C)c1)CCCCCC
101,1-hexyl-3-methylimidazolium trifluoridotris(heptafluoropropyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F ,1.4,Training,C(CCCn1cc[n+](C)c1)CC.C(F)(F)(F)C(F)(C(F)(F)[P-](F)(F)(F)(C(F)(C(C(F)(F)F)(F)F)F)C(F)(C(C(F)(F)F)(F)F)F)F
101,1-hexyl-3-methylimidazolium trifluoridotris(heptafluoropropyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F ,1.4,Training,C(n1cc[n+](c1)C)CCCCC.FC(C(F)(F)C([P-](F)(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)C(F)(F)F)(F)F)(F)F)(F)F)(F)F
101,1-hexyl-3-methylimidazolium trifluoridotris(heptafluoropropyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F ,1.4,Training,C(C(F)([P-](F)(C(F)(C(F)(C(F)(F)F)F)F)(C(C(F)(C(F)(F)F)F)(F)F)(F)F)F)(F)(C(F)(F)F)F.c1cn(CCCCCC)c[n+]1C
101,1-hexyl-3-methylimidazolium trifluoridotris(heptafluoropropyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F ,1.4,Training,C(C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)(F)(C(F)(F)F)F.C(CCCC)Cn1cc[n+](c1)C
101,1-hexyl-3-methylimidazolium trifluoridotris(heptafluoropropyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F ,1.4,Training,FC(F)(C(F)(F)F)C(F)(F)[P-](F)(C(C(F)(C(F)(F)F)F)(F)F)(F)(C(F)(F)C(C(F)(F)F)(F)F)F.c1[n+](ccn1CCCCCC)C
101,1-hexyl-3-methylimidazolium trifluoridotris(heptafluoropropyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F ,1.4,Training,C(CCCn1cc[n+](C)c1)CC.FC(C(F)(F)C(F)(F)F)([P-](F)(C(F)(C(F)(F)C(F)(F)F)F)(F)(C(F)(C(C(F)(F)F)(F)F)F)F)F
101,1-hexyl-3-methylimidazolium trifluoridotris(heptafluoropropyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F ,1.4,Training,C(n1cc[n+](c1)C)CCCCC.FC(C(F)(F)F)(F)C(F)(F)[P-](C(F)(C(C(F)(F)F)(F)F)F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(F)F
101,1-hexyl-3-methylimidazolium trifluoridotris(heptafluoropropyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F ,1.4,Training,C(CCCCn1cc[n+](C)c1)C.FC(F)(F)C(F)(F)C(F)([P-](F)(F)(C(C(F)(F)C(F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F)F
101,1-hexyl-3-methylimidazolium trifluoridotris(heptafluoropropyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F ,1.4,Training,C(C(F)(F)F)(F)(C(F)([P-](F)(F)(C(F)(C(F)(C(F)(F)F)F)F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F.c1[n+](ccn1CCCCCC)C
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,Test,CCn1cc[n+](c1)C.FC(F)(C(F)(P(=O)(C(F)(F)C(F)(F)F)[O-])F)F
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,Test,CCn1cc[n+](C)c1.FC(F)(C(P(=O)(C(F)(F)C(F)(F)F)[O-])(F)F)F
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,Test,FC(F)(F)C(F)(P(=O)([O-])C(C(F)(F)F)(F)F)F.[n+]1(C)ccn(CC)c1
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,Test,FC(F)(F)C(F)(P([O-])(=O)C(F)(C(F)(F)F)F)F.c1[n+](ccn1CC)C
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,Test,C[n+]1cn(cc1)CC.FC(C(F)(P(C(C(F)(F)F)(F)F)(=O)[O-])F)(F)F
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,Test,C(C(F)(F)F)(P(=O)(C(C(F)(F)F)(F)F)[O-])(F)F.c1[n+](C)cn(CC)c1
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,Test,P(C(F)(F)C(F)(F)F)(=O)([O-])C(F)(F)C(F)(F)F.[n+]1(C)ccn(CC)c1
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,Test,C(F)(F)(C(F)(P(=O)([O-])C(C(F)(F)F)(F)F)F)F.n1(c[n+](cc1)C)CC
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,Test,FC(C(F)(F)P(=O)([O-])C(C(F)(F)F)(F)F)(F)F.c1cn(CC)c[n+]1C
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,Test,C(F)(F)(C(P([O-])(=O)C(C(F)(F)F)(F)F)(F)F)F.c1[n+](ccn1CC)C
103,1-butyl-3-methylimidazolium tetracarbonylcobaltate,CCCCN1C=C[N+](=C1)C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co],2.447158031,Training,C(CC)Cn1cc[n+](C)c1.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[O+]#[C-]
103,1-butyl-3-methylimidazolium tetracarbonylcobaltate,CCCCN1C=C[N+](=C1)C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co],2.447158031,Training,[Co].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[n+]1(ccn(CCCC)c1)C
103,1-butyl-3-methylimidazolium tetracarbonylcobaltate,CCCCN1C=C[N+](=C1)C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co],2.447158031,Training,[C-]#[O+].[Co].[O+]#[C-].[O+]#[C-].[O+]#[C-].n1(CCCC)cc[n+](c1)C
103,1-butyl-3-methylimidazolium tetracarbonylcobaltate,CCCCN1C=C[N+](=C1)C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co],2.447158031,Training,[C-]#[O+].[C-]#[O+].[Co].[O+]#[C-].[O+]#[C-].[n+]1(C)cn(cc1)CCCC
103,1-butyl-3-methylimidazolium tetracarbonylcobaltate,CCCCN1C=C[N+](=C1)C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co],2.447158031,Training,[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[O+]#[C-].[n+]1(cn(cc1)CCCC)C
103,1-butyl-3-methylimidazolium tetracarbonylcobaltate,CCCCN1C=C[N+](=C1)C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co],2.447158031,Training,[C-]#[O+].[Co].[O+]#[C-].[O+]#[C-].[O+]#[C-].[n+]1(C)cn(cc1)CCCC
103,1-butyl-3-methylimidazolium tetracarbonylcobaltate,CCCCN1C=C[N+](=C1)C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co],2.447158031,Training,[C-]#[O+].[C-]#[O+].[Co].[O+]#[C-].[O+]#[C-].c1c[n+](cn1CCCC)C
103,1-butyl-3-methylimidazolium tetracarbonylcobaltate,CCCCN1C=C[N+](=C1)C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co],2.447158031,Training,[C-]#[O+].[Co].[O+]#[C-].[O+]#[C-].[O+]#[C-].c1c[n+](C)cn1CCCC
103,1-butyl-3-methylimidazolium tetracarbonylcobaltate,CCCCN1C=C[N+](=C1)C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co],2.447158031,Training,C(Cn1c[n+](C)cc1)CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[O+]#[C-]
103,1-butyl-3-methylimidazolium tetracarbonylcobaltate,CCCCN1C=C[N+](=C1)C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co],2.447158031,Training,C(Cn1c[n+](C)cc1)CC.[C-]#[O+].[Co].[O+]#[C-].[O+]#[C-].[O+]#[C-]
104,1-(2-hydroxyethyl)-3-methylimidazolium iodide ,[N+]1(C)=CN(C=C1)CCO.[I-] ,4.6,Training,C(n1cc[n+](C)c1)CO.[I-]
104,1-(2-hydroxyethyl)-3-methylimidazolium iodide ,[N+]1(C)=CN(C=C1)CCO.[I-] ,4.6,Training,OCCn1cc[n+](C)c1.[I-]
104,1-(2-hydroxyethyl)-3-methylimidazolium iodide ,[N+]1(C)=CN(C=C1)CCO.[I-] ,4.6,Training,[I-].c1[n+](cn(c1)CCO)C
104,1-(2-hydroxyethyl)-3-methylimidazolium iodide ,[N+]1(C)=CN(C=C1)CCO.[I-] ,4.6,Training,OCCn1cc[n+](C)c1.[I-]
104,1-(2-hydroxyethyl)-3-methylimidazolium iodide ,[N+]1(C)=CN(C=C1)CCO.[I-] ,4.6,Training,[I-].c1c[n+](cn1CCO)C
104,1-(2-hydroxyethyl)-3-methylimidazolium iodide ,[N+]1(C)=CN(C=C1)CCO.[I-] ,4.6,Training,C(Cn1cc[n+](c1)C)O.[I-]
104,1-(2-hydroxyethyl)-3-methylimidazolium iodide ,[N+]1(C)=CN(C=C1)CCO.[I-] ,4.6,Training,[I-].c1[n+](cn(CCO)c1)C
104,1-(2-hydroxyethyl)-3-methylimidazolium iodide ,[N+]1(C)=CN(C=C1)CCO.[I-] ,4.6,Training,C[n+]1cn(cc1)CCO.[I-]
104,1-(2-hydroxyethyl)-3-methylimidazolium iodide ,[N+]1(C)=CN(C=C1)CCO.[I-] ,4.6,Training,[I-].n1(c[n+](C)cc1)CCO
104,1-(2-hydroxyethyl)-3-methylimidazolium iodide ,[N+]1(C)=CN(C=C1)CCO.[I-] ,4.6,Training,C(n1cc[n+](c1)C)CO.[I-]
105,1-(3-hydroxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCO.[Cl-] ,4.6,Training,C(Cn1c[n+](cc1)C)CO.[Cl-]
105,1-(3-hydroxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCO.[Cl-] ,4.6,Training,[Cl-].c1c[n+](C)cn1CCCO
105,1-(3-hydroxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCO.[Cl-] ,4.6,Training,[Cl-].c1cn(CCCO)c[n+]1C
105,1-(3-hydroxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCO.[Cl-] ,4.6,Training,[Cl-].[n+]1(ccn(CCCO)c1)C
105,1-(3-hydroxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCO.[Cl-] ,4.6,Training,[Cl-].c1[n+](ccn1CCCO)C
105,1-(3-hydroxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCO.[Cl-] ,4.6,Training,C(CCO)n1c[n+](cc1)C.[Cl-]
105,1-(3-hydroxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCO.[Cl-] ,4.6,Training,[Cl-].n1(CCCO)cc[n+](c1)C
105,1-(3-hydroxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCO.[Cl-] ,4.6,Training,[Cl-].c1n(cc[n+]1C)CCCO
105,1-(3-hydroxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCO.[Cl-] ,4.6,Training,C(O)CCn1cc[n+](C)c1.[Cl-]
105,1-(3-hydroxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCO.[Cl-] ,4.6,Training,OCCCn1cc[n+](c1)C.[Cl-]
106,1-(ethoxymethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)COCC.[Cl-] ,3.603144373,Training,C(OCn1c[n+](cc1)C)C.[Cl-]
106,1-(ethoxymethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)COCC.[Cl-] ,3.603144373,Training,C(C)OCn1cc[n+](c1)C.[Cl-]
106,1-(ethoxymethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)COCC.[Cl-] ,3.603144373,Training,[Cl-].c1c[n+](C)cn1COCC
106,1-(ethoxymethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)COCC.[Cl-] ,3.603144373,Training,C[n+]1ccn(c1)COCC.[Cl-]
106,1-(ethoxymethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)COCC.[Cl-] ,3.603144373,Training,[Cl-].n1(cc[n+](C)c1)COCC
106,1-(ethoxymethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)COCC.[Cl-] ,3.603144373,Training,[Cl-].c1n(COCC)cc[n+]1C
106,1-(ethoxymethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)COCC.[Cl-] ,3.603144373,Training,O(CC)Cn1cc[n+](c1)C.[Cl-]
106,1-(ethoxymethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)COCC.[Cl-] ,3.603144373,Training,[Cl-].c1cn(COCC)c[n+]1C
106,1-(ethoxymethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)COCC.[Cl-] ,3.603144373,Training,[Cl-].c1[n+](C)cn(COCC)c1
106,1-(ethoxymethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)COCC.[Cl-] ,3.603144373,Training,[Cl-].c1n(COCC)cc[n+]1C
107,1-(2-ethoxyethyl)-3-methylimidazolium bromide ,[N+]1(C)=CN(C=C1)CCOCC.[Br-] ,4.139879086,Training,[Br-].[n+]1(C)cn(CCOCC)cc1
107,1-(2-ethoxyethyl)-3-methylimidazolium bromide ,[N+]1(C)=CN(C=C1)CCOCC.[Br-] ,4.139879086,Training,CCOCCn1c[n+](cc1)C.[Br-]
107,1-(2-ethoxyethyl)-3-methylimidazolium bromide ,[N+]1(C)=CN(C=C1)CCOCC.[Br-] ,4.139879086,Training,CCOCCn1cc[n+](C)c1.[Br-]
107,1-(2-ethoxyethyl)-3-methylimidazolium bromide ,[N+]1(C)=CN(C=C1)CCOCC.[Br-] ,4.139879086,Training,O(CCn1c[n+](C)cc1)CC.[Br-]
107,1-(2-ethoxyethyl)-3-methylimidazolium bromide ,[N+]1(C)=CN(C=C1)CCOCC.[Br-] ,4.139879086,Training,[Br-].c1[n+](C)cn(CCOCC)c1
107,1-(2-ethoxyethyl)-3-methylimidazolium bromide ,[N+]1(C)=CN(C=C1)CCOCC.[Br-] ,4.139879086,Training,C(COCC)n1c[n+](C)cc1.[Br-]
107,1-(2-ethoxyethyl)-3-methylimidazolium bromide ,[N+]1(C)=CN(C=C1)CCOCC.[Br-] ,4.139879086,Training,C(Cn1cc[n+](C)c1)OCC.[Br-]
107,1-(2-ethoxyethyl)-3-methylimidazolium bromide ,[N+]1(C)=CN(C=C1)CCOCC.[Br-] ,4.139879086,Training,[Br-].n1(CCOCC)cc[n+](c1)C
107,1-(2-ethoxyethyl)-3-methylimidazolium bromide ,[N+]1(C)=CN(C=C1)CCOCC.[Br-] ,4.139879086,Training,[Br-].n1(cc[n+](c1)C)CCOCC
107,1-(2-ethoxyethyl)-3-methylimidazolium bromide ,[N+]1(C)=CN(C=C1)CCOCC.[Br-] ,4.139879086,Training,[Br-].c1c[n+](cn1CCOCC)C
108,1-(2-methoxyethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCOC.[Cl-] ,4.6,Training,[Cl-].c1c[n+](C)cn1CCOC
108,1-(2-methoxyethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCOC.[Cl-] ,4.6,Training,[Cl-].c1cn(c[n+]1C)CCOC
108,1-(2-methoxyethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCOC.[Cl-] ,4.6,Training,C(Cn1cc[n+](C)c1)OC.[Cl-]
108,1-(2-methoxyethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCOC.[Cl-] ,4.6,Training,C[n+]1cn(CCOC)cc1.[Cl-]
108,1-(2-methoxyethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCOC.[Cl-] ,4.6,Training,[Cl-].c1[n+](C)ccn1CCOC
108,1-(2-methoxyethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCOC.[Cl-] ,4.6,Training,[Cl-].c1n(CCOC)cc[n+]1C
108,1-(2-methoxyethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCOC.[Cl-] ,4.6,Training,[Cl-].c1n(c[n+](c1)C)CCOC
108,1-(2-methoxyethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCOC.[Cl-] ,4.6,Training,C[n+]1cn(CCOC)cc1.[Cl-]
108,1-(2-methoxyethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCOC.[Cl-] ,4.6,Training,C(n1cc[n+](c1)C)COC.[Cl-]
108,1-(2-methoxyethyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCOC.[Cl-] ,4.6,Training,[Cl-].c1n(CCOC)c[n+](C)c1
109,1-(3-methoxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCOC.[Cl-] ,4.79,Training,C(Cn1c[n+](cc1)C)COC.[Cl-]
109,1-(3-methoxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCOC.[Cl-] ,4.79,Training,[Cl-].c1n(cc[n+]1C)CCCOC
109,1-(3-methoxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCOC.[Cl-] ,4.79,Training,[Cl-].c1cn(CCCOC)c[n+]1C
109,1-(3-methoxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCOC.[Cl-] ,4.79,Training,[Cl-].[n+]1(cn(cc1)CCCOC)C
109,1-(3-methoxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCOC.[Cl-] ,4.79,Training,C(OC)CCn1c[n+](C)cc1.[Cl-]
109,1-(3-methoxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCOC.[Cl-] ,4.79,Training,C(n1cc[n+](C)c1)CCOC.[Cl-]
109,1-(3-methoxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCOC.[Cl-] ,4.79,Training,[Cl-].c1[n+](ccn1CCCOC)C
109,1-(3-methoxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCOC.[Cl-] ,4.79,Training,C(Cn1c[n+](cc1)C)COC.[Cl-]
109,1-(3-methoxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCOC.[Cl-] ,4.79,Training,[Cl-].c1c[n+](C)cn1CCCOC
109,1-(3-methoxypropyl)-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCOC.[Cl-] ,4.79,Training,C[n+]1cn(cc1)CCCOC.[Cl-]
110,1-(cyanomethyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[N+]1(C)=CN(C=C1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.900367129,Training,[N-](S(C(F)(F)F)(=O)=O)S(=O)(C(F)(F)F)=O.[n+]1(ccn(CC#N)c1)C
110,1-(cyanomethyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[N+]1(C)=CN(C=C1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.900367129,Training,FC(F)(F)S(=O)([N-]S(C(F)(F)F)(=O)=O)=O.N#CCn1c[n+](C)cc1
110,1-(cyanomethyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[N+]1(C)=CN(C=C1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.900367129,Training,S([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)(=O)=O.[n+]1(cn(CC#N)cc1)C
110,1-(cyanomethyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[N+]1(C)=CN(C=C1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.900367129,Training,C(F)(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)F.c1[n+](C)ccn1CC#N
110,1-(cyanomethyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[N+]1(C)=CN(C=C1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.900367129,Training,O=S(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F.[n+]1(C)cn(CC#N)cc1
110,1-(cyanomethyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[N+]1(C)=CN(C=C1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.900367129,Training,C[n+]1cn(CC#N)cc1.O=S([N-]S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F
110,1-(cyanomethyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[N+]1(C)=CN(C=C1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.900367129,Training,[N-](S(C(F)(F)F)(=O)=O)S(=O)(=O)C(F)(F)F.c1n(cc[n+]1C)CC#N
110,1-(cyanomethyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[N+]1(C)=CN(C=C1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.900367129,Training,C[n+]1ccn(c1)CC#N.FC(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)F
