T/K,P/MPa,TC/W m-1 K-1,Data type,Name,SMILES,Normalized SMILES,index,P/bar,RANDOM,IL
313.15,50.0,0.1505,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C(C)CCn1cc[n+](C)c1.S(=O)(=O)(C(F)(F)F)[O-],6,500,150,6
313.15,50.0,0.1505,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C(n1cc[n+](c1)C)CCC.[O-]S(C(F)(F)F)(=O)=O,6,500,150,6
313.15,60.0,0.1514,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,6,600,151,6
313.15,60.0,0.1514,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCn1c[n+](cc1)C.FC(F)(S(=O)([O-])=O)F,6,600,151,6
313.15,60.0,0.1514,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],O=S([O-])(=O)C(F)(F)F.n1(cc[n+](c1)C)CCCC,6,600,151,6
313.15,60.0,0.1514,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],O=S(C(F)(F)F)(=O)[O-].[n+]1(ccn(c1)CCCC)C,6,600,151,6
313.15,60.0,0.1514,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C(CC)Cn1cc[n+](c1)C.S(=O)(=O)(C(F)(F)F)[O-],6,600,151,6
313.15,60.0,0.1514,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],O=S(C(F)(F)F)([O-])=O.c1n(CCCC)c[n+](C)c1,6,600,151,6
313.15,60.0,0.1514,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C[n+]1cn(cc1)CCCC.FC(F)(S(=O)(=O)[O-])F,6,600,151,6
313.15,60.0,0.1514,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C(CCC)n1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[O-],6,600,151,6
313.15,60.0,0.1514,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C(CCC)n1cc[n+](C)c1.O=S([O-])(=O)C(F)(F)F,6,600,151,6
313.15,60.0,0.1514,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],FC(F)(F)S(=O)([O-])=O.c1n(CCCC)c[n+](c1)C,6,600,151,6
313.15,65.0,0.1526,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,6,650,152,6
313.15,65.0,0.1526,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],S(=O)([O-])(=O)C(F)(F)F.c1[n+](C)cn(c1)CCCC,6,650,152,6
313.15,65.0,0.1526,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],S(C(F)(F)F)(=O)(=O)[O-].n1(CCCC)c[n+](cc1)C,6,650,152,6
313.15,65.0,0.1526,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],FC(S([O-])(=O)=O)(F)F.c1[n+](C)ccn1CCCC,6,650,152,6
313.15,65.0,0.1526,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C(CCn1cc[n+](c1)C)C.[O-]S(C(F)(F)F)(=O)=O,6,650,152,6
313.15,65.0,0.1526,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCn1cc[n+](c1)C.[O-]S(=O)(=O)C(F)(F)F,6,650,152,6
313.15,65.0,0.1526,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C(CC)Cn1c[n+](C)cc1.FC(S(=O)([O-])=O)(F)F,6,650,152,6
313.15,65.0,0.1526,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C(CCn1cc[n+](C)c1)C.FC(F)(F)S(=O)(=O)[O-],6,650,152,6
313.15,65.0,0.1526,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C(C)CCn1c[n+](cc1)C.S(=O)(C(F)(F)F)(=O)[O-],6,650,152,6
313.15,65.0,0.1526,Training,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],C(Cn1cc[n+](C)c1)CC.FC(S([O-])(=O)=O)(F)F,6,650,152,6
283.15,0.1,0.1376,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,1,153,7
283.15,0.1,0.1376,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C[n+]1cn(CCCC)cc1.F[Sb-](F)(F)(F)(F)F,7,1,153,7
283.15,0.1,0.1376,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(Cn1cc[n+](C)c1)CC.F[Sb-](F)(F)(F)(F)F,7,1,153,7
283.15,0.1,0.1376,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.n1(c[n+](cc1)C)CCCC,7,1,153,7
283.15,0.1,0.1376,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1cn(CCCC)c[n+]1C,7,1,153,7
283.15,0.1,0.1376,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CCn1cc[n+](C)c1)C.F[Sb-](F)(F)(F)(F)F,7,1,153,7
283.15,0.1,0.1376,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(n1cc[n+](C)c1)CCC.F[Sb-](F)(F)(F)(F)F,7,1,153,7
283.15,0.1,0.1376,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C[n+]1ccn(CCCC)c1.F[Sb-](F)(F)(F)(F)F,7,1,153,7
283.15,0.1,0.1376,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CCn1c[n+](cc1)C)C.F[Sb-](F)(F)(F)(F)F,7,1,153,7
283.15,0.1,0.1376,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(Cn1cc[n+](C)c1)CC.F[Sb-](F)(F)(F)(F)F,7,1,153,7
283.15,5.0,0.1408,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,50,154,7
283.15,5.0,0.1408,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(C)CCn1cc[n+](c1)C.F[Sb-](F)(F)(F)(F)F,7,50,154,7
283.15,5.0,0.1408,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.n1(CCCC)c[n+](cc1)C,7,50,154,7
283.15,5.0,0.1408,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CCC)n1c[n+](cc1)C.F[Sb-](F)(F)(F)(F)F,7,50,154,7
283.15,5.0,0.1408,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C[n+]1ccn(c1)CCCC.F[Sb-](F)(F)(F)(F)F,7,50,154,7
283.15,5.0,0.1408,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C[n+]1cn(CCCC)cc1.F[Sb-](F)(F)(F)(F)F,7,50,154,7
283.15,5.0,0.1408,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.n1(c[n+](C)cc1)CCCC,7,50,154,7
283.15,5.0,0.1408,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.[n+]1(cn(cc1)CCCC)C,7,50,154,7
283.15,5.0,0.1408,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1n(cc[n+]1C)CCCC,7,50,154,7
283.15,5.0,0.1408,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.n1(c[n+](cc1)C)CCCC,7,50,154,7
283.15,10.0,0.1427,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,100,155,7
283.15,10.0,0.1427,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1cn(CCCC)c[n+]1C,7,100,155,7
283.15,10.0,0.1427,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CCn1cc[n+](C)c1)C.F[Sb-](F)(F)(F)(F)F,7,100,155,7
283.15,10.0,0.1427,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,[Sb-](F)(F)(F)(F)(F)F.[n+]1(cn(CCCC)cc1)C,7,100,155,7
283.15,10.0,0.1427,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1cn(c[n+]1C)CCCC,7,100,155,7
283.15,10.0,0.1427,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(n1c[n+](cc1)C)CCC.[Sb-](F)(F)(F)(F)(F)F,7,100,155,7
283.15,10.0,0.1427,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.n1(c[n+](C)cc1)CCCC,7,100,155,7
283.15,10.0,0.1427,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1c[n+](C)cc1.F[Sb-](F)(F)(F)(F)F,7,100,155,7
283.15,10.0,0.1427,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1[n+](C)ccn1CCCC,7,100,155,7
283.15,10.0,0.1427,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(C)CCn1c[n+](C)cc1.[Sb-](F)(F)(F)(F)(F)F,7,100,155,7
283.15,20.0,0.1445,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,200,156,7
283.15,20.0,0.1445,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C[n+]1ccn(c1)CCCC.[Sb-](F)(F)(F)(F)(F)F,7,200,156,7
283.15,20.0,0.1445,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1c[n+](C)cn1CCCC,7,200,156,7
283.15,20.0,0.1445,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CCC)n1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,200,156,7
283.15,20.0,0.1445,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,[Sb-](F)(F)(F)(F)(F)F.n1(CCCC)c[n+](C)cc1,7,200,156,7
283.15,20.0,0.1445,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C[n+]1ccn(CCCC)c1.F[Sb-](F)(F)(F)(F)F,7,200,156,7
283.15,20.0,0.1445,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(Cn1cc[n+](C)c1)CC.F[Sb-](F)(F)(F)(F)F,7,200,156,7
283.15,20.0,0.1445,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1c[n+](C)cc1.F[Sb-](F)(F)(F)(F)F,7,200,156,7
283.15,20.0,0.1445,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(Cn1c[n+](cc1)C)CC.F[Sb-](F)(F)(F)(F)F,7,200,156,7
283.15,20.0,0.1445,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1[n+](cn(c1)CCCC)C,7,200,156,7
283.15,30.0,0.1461,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,300,157,7
283.15,30.0,0.1461,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.[n+]1(C)ccn(CCCC)c1,7,300,157,7
283.15,30.0,0.1461,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1[n+](C)cn(c1)CCCC,7,300,157,7
283.15,30.0,0.1461,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1cn(c[n+]1C)CCCC,7,300,157,7
283.15,30.0,0.1461,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1c[n+](C)cn1CCCC,7,300,157,7
283.15,30.0,0.1461,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.n1(CCCC)c[n+](cc1)C,7,300,157,7
283.15,30.0,0.1461,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1cn(CCCC)c[n+]1C,7,300,157,7
283.15,30.0,0.1461,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1n(cc[n+]1C)CCCC,7,300,157,7
283.15,30.0,0.1461,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CC)Cn1c[n+](C)cc1.F[Sb-](F)(F)(F)(F)F,7,300,157,7
283.15,30.0,0.1461,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CC)Cn1c[n+](cc1)C.F[Sb-](F)(F)(F)(F)F,7,300,157,7
283.15,40.0,0.1485,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,400,158,7
283.15,40.0,0.1485,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1[n+](C)cn(c1)CCCC,7,400,158,7
283.15,40.0,0.1485,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1n(cc[n+]1C)CCCC,7,400,158,7
283.15,40.0,0.1485,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,[Sb-](F)(F)(F)(F)(F)F.c1[n+](C)cn(CCCC)c1,7,400,158,7
283.15,40.0,0.1485,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(Cn1cc[n+](C)c1)CC.F[Sb-](F)(F)(F)(F)F,7,400,158,7
283.15,40.0,0.1485,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,[Sb-](F)(F)(F)(F)(F)F.c1c[n+](C)cn1CCCC,7,400,158,7
283.15,40.0,0.1485,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1c[n+](C)cn1CCCC,7,400,158,7
283.15,40.0,0.1485,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1n(c[n+](C)c1)CCCC,7,400,158,7
283.15,40.0,0.1485,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,[Sb-](F)(F)(F)(F)(F)F.c1c[n+](cn1CCCC)C,7,400,158,7
283.15,40.0,0.1485,Testing,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(C)CCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,400,158,7
283.15,50.0,0.1484,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,500,159,7
283.15,50.0,0.1484,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](c1)C.F[Sb-](F)(F)(F)(F)F,7,500,159,7
283.15,50.0,0.1484,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CCn1c[n+](cc1)C)C.F[Sb-](F)(F)(F)(F)F,7,500,159,7
283.15,50.0,0.1484,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1cn(CCCC)c[n+]1C,7,500,159,7
283.15,50.0,0.1484,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1cn(c[n+]1C)CCCC,7,500,159,7
283.15,50.0,0.1484,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,[Sb-](F)(F)(F)(F)(F)F.c1cn(c[n+]1C)CCCC,7,500,159,7
283.15,50.0,0.1484,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1cn(c[n+]1C)CCCC,7,500,159,7
283.15,50.0,0.1484,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.[n+]1(cn(cc1)CCCC)C,7,500,159,7
283.15,50.0,0.1484,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C[n+]1ccn(c1)CCCC.F[Sb-](F)(F)(F)(F)F,7,500,159,7
283.15,50.0,0.1484,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1[n+](C)cn(c1)CCCC,7,500,159,7
283.15,60.0,0.151,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,600,160,7
283.15,60.0,0.151,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CC)Cn1c[n+](cc1)C.F[Sb-](F)(F)(F)(F)F,7,600,160,7
283.15,60.0,0.151,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.n1(cc[n+](c1)C)CCCC,7,600,160,7
283.15,60.0,0.151,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.c1[n+](C)cn(CCCC)c1,7,600,160,7
283.15,60.0,0.151,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CC)Cn1cc[n+](c1)C.F[Sb-](F)(F)(F)(F)F,7,600,160,7
283.15,60.0,0.151,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,[Sb-](F)(F)(F)(F)(F)F.c1n(cc[n+]1C)CCCC,7,600,160,7
283.15,60.0,0.151,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.n1(cc[n+](C)c1)CCCC,7,600,160,7
283.15,60.0,0.151,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(n1cc[n+](c1)C)CCC.F[Sb-](F)(F)(F)(F)F,7,600,160,7
283.15,60.0,0.151,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(CCC)n1cc[n+](c1)C.F[Sb-](F)(F)(F)(F)F,7,600,160,7
283.15,60.0,0.151,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.n1(CCCC)c[n+](C)cc1,7,600,160,7
283.15,65.0,0.1496,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,7,650,161,7
283.15,65.0,0.1496,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C[n+]1ccn(CCCC)c1.F[Sb-](F)(F)(F)(F)F,7,650,161,7
283.15,65.0,0.1496,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C[n+]1ccn(CCCC)c1.[Sb-](F)(F)(F)(F)(F)F,7,650,161,7
283.15,65.0,0.1496,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(Cn1cc[n+](C)c1)CC.F[Sb-](F)(F)(F)(F)F,7,650,161,7
283.15,65.0,0.1496,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,F[Sb-](F)(F)(F)(F)F.n1(CCCC)cc[n+](C)c1,7,650,161,7
283.15,65.0,0.1496,Training,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCN1C=C[N+](=C1)C.F[Sb-](F)(F)(F)(F)F,C(n1cc[n+](c1)C)CCC.F[Sb-](F)(F)(F)(F)F,7,650,161,7
